GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,21900015,20,201935,James Harden,1610612745,Houston Rockets,1,10,51,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,14,55,1,0,20191024,HOU,MIL
Shot Chart Detail,21900015,117,201935,James Harden,1610612745,Houston Rockets,1,4,43,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,24,1,0,20191024,HOU,MIL
Shot Chart Detail,21900015,267,201935,James Harden,1610612745,Houston Rockets,2,8,31,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,50,74,1,0,20191024,HOU,MIL
Shot Chart Detail,21900015,324,201935,James Harden,1610612745,Houston Rockets,2,4,18,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,160,215,1,0,20191024,HOU,MIL
Shot Chart Detail,21900015,350,201935,James Harden,1610612745,Houston Rockets,2,2,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,21,1,1,20191024,HOU,MIL
Shot Chart Detail,21900015,353,201935,James Harden,1610612745,Houston Rockets,2,1,40,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-43,278,1,1,20191024,HOU,MIL
Shot Chart Detail,21900015,412,201935,James Harden,1610612745,Houston Rockets,3,11,13,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,221,6,1,0,20191024,HOU,MIL
Shot Chart Detail,21900015,440,201935,James Harden,1610612745,Houston Rockets,3,9,7,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,21,1,0,20191024,HOU,MIL
Shot Chart Detail,21900015,483,201935,James Harden,1610612745,Houston Rockets,3,6,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-119,235,1,0,20191024,HOU,MIL
Shot Chart Detail,21900015,485,201935,James Harden,1610612745,Houston Rockets,3,5,56,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-223,101,1,0,20191024,HOU,MIL
Shot Chart Detail,21900015,506,201935,James Harden,1610612745,Houston Rockets,3,5,15,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,60,238,1,0,20191024,HOU,MIL
Shot Chart Detail,21900015,692,201935,James Harden,1610612745,Houston Rockets,4,5,43,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,232,74,1,0,20191024,HOU,MIL
Shot Chart Detail,21900015,768,201935,James Harden,1610612745,Houston Rockets,4,0,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-136,239,1,0,20191024,HOU,MIL
Shot Chart Detail,21900032,8,201935,James Harden,1610612745,Houston Rockets,1,11,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,7,1,1,20191026,HOU,NOP
Shot Chart Detail,21900032,47,201935,James Harden,1610612745,Houston Rockets,1,7,44,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,192,168,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,68,201935,James Harden,1610612745,Houston Rockets,1,5,51,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,157,206,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,72,201935,James Harden,1610612745,Houston Rockets,1,5,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,172,189,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,101,201935,James Harden,1610612745,Houston Rockets,1,4,14,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-168,194,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,115,201935,James Harden,1610612745,Houston Rockets,1,3,31,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,4,1,1,20191026,HOU,NOP
Shot Chart Detail,21900032,117,201935,James Harden,1610612745,Houston Rockets,1,3,12,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,10,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,125,201935,James Harden,1610612745,Houston Rockets,1,2,29,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-127,228,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,127,201935,James Harden,1610612745,Houston Rockets,1,2,19,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-63,259,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,129,201935,James Harden,1610612745,Houston Rockets,1,2,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-95,241,1,1,20191026,HOU,NOP
Shot Chart Detail,21900032,217,201935,James Harden,1610612745,Houston Rockets,2,7,52,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,27,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,267,201935,James Harden,1610612745,Houston Rockets,2,5,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,12,1,1,20191026,HOU,NOP
Shot Chart Detail,21900032,290,201935,James Harden,1610612745,Houston Rockets,2,4,24,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,192,160,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,355,201935,James Harden,1610612745,Houston Rockets,2,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-144,236,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,370,201935,James Harden,1610612745,Houston Rockets,3,11,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,6,281,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,392,201935,James Harden,1610612745,Houston Rockets,3,9,36,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,40,250,1,1,20191026,HOU,NOP
Shot Chart Detail,21900032,395,201935,James Harden,1610612745,Houston Rockets,3,9,7,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,29,52,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,426,201935,James Harden,1610612745,Houston Rockets,3,7,10,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-120,224,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,444,201935,James Harden,1610612745,Houston Rockets,3,5,59,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,10,1,1,20191026,HOU,NOP
Shot Chart Detail,21900032,463,201935,James Harden,1610612745,Houston Rockets,3,4,43,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-131,221,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,483,201935,James Harden,1610612745,Houston Rockets,3,3,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,32,276,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,615,201935,James Harden,1610612745,Houston Rockets,4,7,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,10,1,1,20191026,HOU,NOP
Shot Chart Detail,21900032,637,201935,James Harden,1610612745,Houston Rockets,4,6,42,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,30,258,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,648,201935,James Harden,1610612745,Houston Rockets,4,5,44,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-31,251,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,684,201935,James Harden,1610612745,Houston Rockets,4,2,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,141,210,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,688,201935,James Harden,1610612745,Houston Rockets,4,2,36,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,13,77,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,694,201935,James Harden,1610612745,Houston Rockets,4,2,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,19,1,1,20191026,HOU,NOP
Shot Chart Detail,21900032,701,201935,James Harden,1610612745,Houston Rockets,4,1,32,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-18,62,1,0,20191026,HOU,NOP
Shot Chart Detail,21900032,706,201935,James Harden,1610612745,Houston Rockets,4,1,5,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,47,140,1,0,20191026,HOU,NOP
Shot Chart Detail,21900045,37,201935,James Harden,1610612745,Houston Rockets,1,9,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,210,132,1,0,20191028,HOU,OKC
Shot Chart Detail,21900045,66,201935,James Harden,1610612745,Houston Rockets,1,7,33,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,139,217,1,0,20191028,HOU,OKC
Shot Chart Detail,21900045,80,201935,James Harden,1610612745,Houston Rockets,1,6,45,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,163,196,1,1,20191028,HOU,OKC
Shot Chart Detail,21900045,112,201935,James Harden,1610612745,Houston Rockets,1,4,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-30,16,1,1,20191028,HOU,OKC
Shot Chart Detail,21900045,127,201935,James Harden,1610612745,Houston Rockets,1,3,24,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,27,256,1,1,20191028,HOU,OKC
Shot Chart Detail,21900045,141,201935,James Harden,1610612745,Houston Rockets,1,2,53,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-195,173,1,0,20191028,HOU,OKC
Shot Chart Detail,21900045,150,201935,James Harden,1610612745,Houston Rockets,1,1,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,0,251,1,0,20191028,HOU,OKC
Shot Chart Detail,21900045,306,201935,James Harden,1610612745,Houston Rockets,2,3,52,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,22,1,1,20191028,HOU,OKC
Shot Chart Detail,21900045,326,201935,James Harden,1610612745,Houston Rockets,2,2,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,157,203,1,0,20191028,HOU,OKC
Shot Chart Detail,21900045,343,201935,James Harden,1610612745,Houston Rockets,2,1,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,54,249,1,0,20191028,HOU,OKC
Shot Chart Detail,21900045,365,201935,James Harden,1610612745,Houston Rockets,2,0,5,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-132,233,1,0,20191028,HOU,OKC
Shot Chart Detail,21900045,379,201935,James Harden,1610612745,Houston Rockets,3,11,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,1,1,1,20191028,HOU,OKC
Shot Chart Detail,21900045,390,201935,James Harden,1610612745,Houston Rockets,3,10,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,197,210,1,0,20191028,HOU,OKC
Shot Chart Detail,21900045,400,201935,James Harden,1610612745,Houston Rockets,3,9,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-147,224,1,1,20191028,HOU,OKC
Shot Chart Detail,21900045,408,201935,James Harden,1610612745,Houston Rockets,3,8,55,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,29,1,1,20191028,HOU,OKC
Shot Chart Detail,21900045,455,201935,James Harden,1610612745,Houston Rockets,3,4,37,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-31,22,1,0,20191028,HOU,OKC
Shot Chart Detail,21900045,606,201935,James Harden,1610612745,Houston Rockets,4,7,36,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-128,236,1,0,20191028,HOU,OKC
Shot Chart Detail,21900045,613,201935,James Harden,1610612745,Houston Rockets,4,7,13,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-35,13,1,0,20191028,HOU,OKC
Shot Chart Detail,21900045,639,201935,James Harden,1610612745,Houston Rockets,4,5,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,14,1,1,20191028,HOU,OKC
Shot Chart Detail,21900045,648,201935,James Harden,1610612745,Houston Rockets,4,4,34,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,234,89,1,0,20191028,HOU,OKC
Shot Chart Detail,21900045,689,201935,James Harden,1610612745,Houston Rockets,4,1,4,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,196,172,1,0,20191028,HOU,OKC
Shot Chart Detail,21900061,11,201935,James Harden,1610612745,Houston Rockets,1,11,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-149,220,1,0,20191030,WAS,HOU
Shot Chart Detail,21900061,43,201935,James Harden,1610612745,Houston Rockets,1,8,39,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,94,252,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,63,201935,James Harden,1610612745,Houston Rockets,1,7,13,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-92,269,1,0,20191030,WAS,HOU
Shot Chart Detail,21900061,93,201935,James Harden,1610612745,Houston Rockets,1,5,39,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,14,20,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,142,201935,James Harden,1610612745,Houston Rockets,1,2,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,17,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,145,201935,James Harden,1610612745,Houston Rockets,1,2,24,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-171,190,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,289,201935,James Harden,1610612745,Houston Rockets,2,4,36,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,163,205,1,0,20191030,WAS,HOU
Shot Chart Detail,21900061,307,201935,James Harden,1610612745,Houston Rockets,2,3,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,4,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,315,201935,James Harden,1610612745,Houston Rockets,2,3,1,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,14,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,323,201935,James Harden,1610612745,Houston Rockets,2,2,31,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,117,256,1,0,20191030,WAS,HOU
Shot Chart Detail,21900061,333,201935,James Harden,1610612745,Houston Rockets,2,1,18,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,35,1,0,20191030,WAS,HOU
Shot Chart Detail,21900061,355,201935,James Harden,1610612745,Houston Rockets,2,0,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,0,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,365,201935,James Harden,1610612745,Houston Rockets,3,11,26,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-232,120,1,0,20191030,WAS,HOU
Shot Chart Detail,21900061,380,201935,James Harden,1610612745,Houston Rockets,3,10,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,7,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,386,201935,James Harden,1610612745,Houston Rockets,3,9,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-2,298,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,393,201935,James Harden,1610612745,Houston Rockets,3,8,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,16,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,395,201935,James Harden,1610612745,Houston Rockets,3,8,30,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,135,243,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,398,201935,James Harden,1610612745,Houston Rockets,3,7,55,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,17,1,0,20191030,WAS,HOU
Shot Chart Detail,21900061,410,201935,James Harden,1610612745,Houston Rockets,3,7,0,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,149,222,1,0,20191030,WAS,HOU
Shot Chart Detail,21900061,425,201935,James Harden,1610612745,Houston Rockets,3,6,2,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-6,31,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,433,201935,James Harden,1610612745,Houston Rockets,3,5,34,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,122,97,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,448,201935,James Harden,1610612745,Houston Rockets,3,4,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,15,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,557,201935,James Harden,1610612745,Houston Rockets,4,9,39,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2,34,1,0,20191030,WAS,HOU
Shot Chart Detail,21900061,602,201935,James Harden,1610612745,Houston Rockets,4,7,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-179,227,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,619,201935,James Harden,1610612745,Houston Rockets,4,6,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,17,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,633,201935,James Harden,1610612745,Houston Rockets,4,5,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,-55,310,1,0,20191030,WAS,HOU
Shot Chart Detail,21900061,638,201935,James Harden,1610612745,Houston Rockets,4,5,14,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,223,159,1,0,20191030,WAS,HOU
Shot Chart Detail,21900061,640,201935,James Harden,1610612745,Houston Rockets,4,5,5,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,-1,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,644,201935,James Harden,1610612745,Houston Rockets,4,4,34,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,17,1,0,20191030,WAS,HOU
Shot Chart Detail,21900061,663,201935,James Harden,1610612745,Houston Rockets,4,3,11,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-78,247,1,1,20191030,WAS,HOU
Shot Chart Detail,21900061,687,201935,James Harden,1610612745,Houston Rockets,4,1,26,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,20,1,0,20191030,WAS,HOU
Shot Chart Detail,21900061,703,201935,James Harden,1610612745,Houston Rockets,4,0,41,Missed Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,16,1,0,20191030,WAS,HOU
Shot Chart Detail,21900069,17,201935,James Harden,1610612745,Houston Rockets,1,11,3,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-44,248,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,43,201935,James Harden,1610612745,Houston Rockets,1,8,21,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,122,220,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,84,201935,James Harden,1610612745,Houston Rockets,1,5,35,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,-2,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,92,201935,James Harden,1610612745,Houston Rockets,1,4,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,5,1,1,20191101,BKN,HOU
Shot Chart Detail,21900069,109,201935,James Harden,1610612745,Houston Rockets,1,4,14,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,101,237,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,113,201935,James Harden,1610612745,Houston Rockets,1,4,7,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,17,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,126,201935,James Harden,1610612745,Houston Rockets,1,2,52,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-32,250,1,1,20191101,BKN,HOU
Shot Chart Detail,21900069,141,201935,James Harden,1610612745,Houston Rockets,1,2,8,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,11,1,1,20191101,BKN,HOU
Shot Chart Detail,21900069,146,201935,James Harden,1610612745,Houston Rockets,1,1,30,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,109,216,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,257,201935,James Harden,1610612745,Houston Rockets,2,6,36,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,45,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,266,201935,James Harden,1610612745,Houston Rockets,2,6,5,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,18,29,1,1,20191101,BKN,HOU
Shot Chart Detail,21900069,272,201935,James Harden,1610612745,Houston Rockets,2,5,23,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,11,1,1,20191101,BKN,HOU
Shot Chart Detail,21900069,285,201935,James Harden,1610612745,Houston Rockets,2,4,43,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,128,117,1,1,20191101,BKN,HOU
Shot Chart Detail,21900069,292,201935,James Harden,1610612745,Houston Rockets,2,3,55,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-38,246,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,324,201935,James Harden,1610612745,Houston Rockets,2,1,59,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,39,57,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,346,201935,James Harden,1610612745,Houston Rockets,2,0,9,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-111,284,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,369,201935,James Harden,1610612745,Houston Rockets,3,10,44,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-44,83,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,380,201935,James Harden,1610612745,Houston Rockets,3,9,51,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,111,223,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,397,201935,James Harden,1610612745,Houston Rockets,3,8,41,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-14,101,1,1,20191101,BKN,HOU
Shot Chart Detail,21900069,407,201935,James Harden,1610612745,Houston Rockets,3,7,9,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,2,86,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,427,201935,James Harden,1610612745,Houston Rockets,3,6,8,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,90,232,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,449,201935,James Harden,1610612745,Houston Rockets,3,4,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,98,228,1,0,20191101,BKN,HOU
Shot Chart Detail,21900069,588,201935,James Harden,1610612745,Houston Rockets,4,7,54,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,34,1,1,20191101,BKN,HOU
Shot Chart Detail,21900069,591,201935,James Harden,1610612745,Houston Rockets,4,7,23,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,8,57,1,0,20191101,BKN,HOU
